# BUSCO version is: 5.7.1 
# The lineage dataset is: aves_odb10 (Creation date: 2024-01-08, number of genomes: 62, number of BUSCOs: 8338)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
135at8782	Complete	scaffold231	760959	672159	-	7282.0	3561	https://v10-1.orthodb.org/?query=135at8782	PKD/REJ-like domain
137at8782	Complete	scaffold72	2552928	2497571	-	8756.0	3860	https://v10-1.orthodb.org/?query=137at8782	HECT domain
138at8782	Complete	scaffold1	8153281	8317369	+	7912.9	3782	https://v10-1.orthodb.org/?query=138at8782	Dynein heavy chain, ATP-binding dynein motor region
141at8782	Complete	scaffold542	37249	165041	+	5940.8	3137	https://v10-1.orthodb.org/?query=141at8782	Na-Ca exchanger/integrin-beta4
148at8782	Complete	scaffold15	4724017	4827255	+	7311.4	3694	https://v10-1.orthodb.org/?query=148at8782	Dynein heavy chain AAA lid domain
150at8782	Complete	scaffold150	365879	303191	-	6581.6	3145	https://v10-1.orthodb.org/?query=150at8782	Phosphatidylinositol 3-/4-kinase, catalytic domain
161at8782	Complete	scaffold489	36801	127765	+	3460.7	1610	https://v10-1.orthodb.org/?query=161at8782	Vacuolar protein sorting-associated protein 13, C-terminal
179at8782	Complete	scaffold39	5969804	5923341	-	6092.2	3748	https://v10-1.orthodb.org/?query=179at8782	cardiomyopathy-associated protein 5
193at8782	Complete	scaffold8	6481679	6379524	-	5989.2	2905	https://v10-1.orthodb.org/?query=193at8782	protein piccolo
197at8782	Complete	scaffold200	1326823	1071006	-	5600.3	2980	https://v10-1.orthodb.org/?query=197at8782	IPT domain
199at8782	Complete	scaffold9	3359123	3268336	-	8726.3	3648	https://v10-1.orthodb.org/?query=199at8782	Phosphatidylinositol 3-/4-kinase, catalytic domain
202at8782	Complete	scaffold76	895322	827909	-	6670.6	3167	https://v10-1.orthodb.org/?query=202at8782	lysosomal-trafficking regulator
206at8782	Complete	scaffold85	1910079	1788291	-	6474.9	3054	https://v10-1.orthodb.org/?query=206at8782	EGF-like domain
209at8782	Complete	scaffold8	2828697	3069767	+	7018.1	3078	https://v10-1.orthodb.org/?query=209at8782	EGF-like domain, extracellular
217at8782	Complete	scaffold82	2577899	2510938	-	7491.8	4317	https://v10-1.orthodb.org/?query=217at8782	golgin subfamily B member 1-like
222at8782	Complete	scaffold50	352277	413919	+	4272.2	2006	https://v10-1.orthodb.org/?query=222at8782	ATP-binding cassette sub-family A member 12
230at8782	Complete	scaffold225	1258558	1203379	-	6701.7	3034	https://v10-1.orthodb.org/?query=230at8782	protein SZT2
240at8782	Complete	scaffold43	2594569	2467178	-	7044.1	3078	https://v10-1.orthodb.org/?query=240at8782	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
247at8782	Complete	scaffold9	5108892	5153444	+	7000.8	3058	https://v10-1.orthodb.org/?query=247at8782	Serine/threonine-protein kinase SMG1
253at8782	Complete	scaffold157	2095989	2188202	+	6861.2	3317	https://v10-1.orthodb.org/?query=253at8782	Pleckstrin homology domain
255at8782	Complete	scaffold379	211658	224231	+	5306.6	3178	https://v10-1.orthodb.org/?query=255at8782	zinc finger protein 469
282at8782	Complete	scaffold528	295370	383711	+	5696.1	3095	https://v10-1.orthodb.org/?query=282at8782	Pericentrin/AKAP-450 centrosomal targeting domain
288at8782	Complete	scaffold188	735679	698872	-	4752.2	2968	https://v10-1.orthodb.org/?query=288at8782	breast cancer type 2 susceptibility protein
305at8782	Complete	scaffold719	162693	130905	-	6434.4	3102	https://v10-1.orthodb.org/?query=305at8782	FY-rich, C-terminal
319at8782	Complete	scaffold10	9129648	9173732	+	5373.6	2477	https://v10-1.orthodb.org/?query=319at8782	dmX-like protein 2
326at8782	Complete	scaffold70	2350504	2474510	+	5664.1	2772	https://v10-1.orthodb.org/?query=326at8782	Vacuolar protein sorting-associated protein 13, N-terminal domain
327at8782	Complete	scaffold717	20965	91839	+	5450.5	2556	https://v10-1.orthodb.org/?query=327at8782	DNA-directed DNA polymerase, family B, exonuclease domain
338at8782	Complete	scaffold121	375482	491345	+	5094.7	2524	https://v10-1.orthodb.org/?query=338at8782	Uncharacterised domain, cysteine-rich
342at8782	Complete	scaffold50	2338227	2256953	-	2864.7	1237	https://v10-1.orthodb.org/?query=342at8782	protein unc-80 homolog
358at8782	Complete	scaffold6	2258784	2338895	+	5479.8	2606	https://v10-1.orthodb.org/?query=358at8782	huntingtin
361at8782	Complete	scaffold120	347847	495964	+	5127.2	2492	https://v10-1.orthodb.org/?query=361at8782	von Willebrand factor
379at8782	Complete	scaffold56	1454619	1393056	-	5008.4	2305	https://v10-1.orthodb.org/?query=379at8782	Zinc finger, ZZ-type
386at8782	Complete	scaffold52	4312621	4337057	+	4655.8	2580	https://v10-1.orthodb.org/?query=386at8782	abnormal spindle-like microcephaly-associated protein
410at8782	Complete	scaffold398	398378	353314	-	5558.7	2737	https://v10-1.orthodb.org/?query=410at8782	Collagen triple helix repeat
412at8782	Complete	scaffold436	151306	204062	+	5225.6	2613	https://v10-1.orthodb.org/?query=412at8782	RNA recognition motif domain
414at8782	Complete	scaffold19	3617050	3694241	+	5337.1	2554	https://v10-1.orthodb.org/?query=414at8782	dmX-like protein 1
417at8782	Complete	scaffold269	429403	381237	-	5206.1	2479	https://v10-1.orthodb.org/?query=417at8782	Bromo adjacent homology (BAH) domain
457at8782	Complete	scaffold13	2485274	2428677	-	4709.5	2655	https://v10-1.orthodb.org/?query=457at8782	Ciliogenesis and planar polarity effector 1
458at8782	Complete	scaffold126	1980162	1875039	-	4506.4	2392	https://v10-1.orthodb.org/?query=458at8782	Cilia- and flagella-associated protein 54
461at8782	Complete	scaffold198	1197796	1348338	+	4672.5	2440	https://v10-1.orthodb.org/?query=461at8782	thyroglobulin
471at8782	Complete	scaffold49	2329000	2417304	+	4782.2	2143	https://v10-1.orthodb.org/?query=471at8782	protein unc-79 homolog
472at8782	Complete	scaffold711	229191	157260	-	4893.3	2588	https://v10-1.orthodb.org/?query=472at8782	CAP Gly-rich domain
475at8782	Complete	scaffold14	3453727	3494575	+	4572.8	2197	https://v10-1.orthodb.org/?query=475at8782	Phosphatidylinositol 3-/4-kinase, catalytic domain
476at8782	Complete	scaffold448	192180	204458	+	4357.0	2467	https://v10-1.orthodb.org/?query=476at8782	microtubule-associated protein 1A
485at8782	Complete	scaffold157	2441355	2391622	-	4927.9	2645	https://v10-1.orthodb.org/?query=485at8782	Myc-type, basic helix-loop-helix (bHLH) domain
493at8782	Complete	scaffold100	1681356	1608569	-	5682.3	2395	https://v10-1.orthodb.org/?query=493at8782	Putative ubiquitin carboxyl-terminal hydrolase FAF-X
494at8782	Complete	scaffold286	596317	682287	+	4529.9	2229	https://v10-1.orthodb.org/?query=494at8782	FAS1 domain
498at8782	Complete	scaffold457	93076	143472	+	4653.8	2254	https://v10-1.orthodb.org/?query=498at8782	EGF-like, conserved site
504at8782	Complete	scaffold15	6632975	6558136	-	4368.4	2141	https://v10-1.orthodb.org/?query=504at8782	FAS1 domain
508at8782	Complete	scaffold328	63307	38715	-	3966.6	2322	https://v10-1.orthodb.org/?query=508at8782	DNA2/NAM7 helicase, AAA domain
510at8782	Complete	scaffold126	197401	128982	-	4937.0	2426	https://v10-1.orthodb.org/?query=510at8782	small subunit processome component 20 homolog
512at8782	Complete	scaffold106	1320496	1283887	-	4224.5	2249	https://v10-1.orthodb.org/?query=512at8782	TPR and ankyrin repeat-containing protein 1
515at8782	Complete	scaffold155	599333	645340	+	4667.3	2174	https://v10-1.orthodb.org/?query=515at8782	ectopic P granules protein 5 homolog
518at8782	Complete	scaffold50	218939	278876	+	4181.4	2015	https://v10-1.orthodb.org/?query=518at8782	Fibronectin, type I
521at8782	Complete	scaffold281	584253	560517	-	4484.4	2201	https://v10-1.orthodb.org/?query=521at8782	Zinc finger C2H2-type
522at8782	Complete	scaffold46	4478971	4193497	-	4449.9	2445	https://v10-1.orthodb.org/?query=522at8782	uncharacterized protein CXorf22 homolog
523at8782	Complete	scaffold152	37855	90	-	4636.9	2198	https://v10-1.orthodb.org/?query=523at8782	translational activator GCN1
528at8782	Complete	scaffold11	2849325	2802429	-	4415.6	2151	https://v10-1.orthodb.org/?query=528at8782	Cation-independent mannose-6-phosphate receptor
532at8782	Complete	scaffold22	5486513	5561069	+	4886.2	2387	https://v10-1.orthodb.org/?query=532at8782	Helicase/UvrB, N-terminal
541at8782	Complete	scaffold842	68639	135114	+	5812.9	2436	https://v10-1.orthodb.org/?query=541at8782	FKBP12-rapamycin binding domain
544at8782	Complete	scaffold122	1774397	1736509	-	5790.3	2607	https://v10-1.orthodb.org/?query=544at8782	Desmoplakin, spectrin-like domain
545at8782	Complete	scaffold498	91900	122197	+	3939.8	1910	https://v10-1.orthodb.org/?query=545at8782	Beta-ketoacyl synthase, C-terminal
558at8782	Complete	scaffold151	929296	1015864	+	6204.3	2731	https://v10-1.orthodb.org/?query=558at8782	chromodomain-helicase-DNA-binding protein 7
576at8782	Complete	scaffold298	333663	280209	-	4356.7	2081	https://v10-1.orthodb.org/?query=576at8782	Helicase/UvrB, N-terminal
578at8782	Complete	scaffold24	5521377	5538927	+	5387.6	2178	https://v10-1.orthodb.org/?query=578at8782	pre-mRNA-processing-splicing factor 8
579at8782	Complete	scaffold119	1270375	1418754	+	3906.2	1951	https://v10-1.orthodb.org/?query=579at8782	Myosin head, motor domain
588at8782	Complete	scaffold37	1089949	1053677	-	3724.7	1875	https://v10-1.orthodb.org/?query=588at8782	FYVE zinc finger
591at8782	Duplicated	scaffold1038	35368	1	-	3720.9	1631	https://v10-1.orthodb.org/?query=591at8782	EF-hand, Ca insensitive
591at8782	Duplicated	scaffold728	2756	29782	+	3267.3	1429	https://v10-1.orthodb.org/?query=591at8782	EF-hand, Ca insensitive
597at8782	Complete	scaffold137	191842	152678	-	3549.9	1639	https://v10-1.orthodb.org/?query=597at8782	ABC transporter-like
602at8782	Complete	scaffold26	4107906	3992538	-	4546.6	1940	https://v10-1.orthodb.org/?query=602at8782	Rap GTPase activating protein domain
605at8782	Complete	scaffold19	7976472	7964616	-	3751.8	1910	https://v10-1.orthodb.org/?query=605at8782	Adenomatous polyposis coli protein repeat
606at8782	Complete	scaffold176	442371	459179	+	4449.5	2279	https://v10-1.orthodb.org/?query=606at8782	DNA2/NAM7 helicase, AAA domain
618at8782	Missing
621at8782	Complete	scaffold418	412842	381187	-	3847.9	2018	https://v10-1.orthodb.org/?query=621at8782	spatacsin
622at8782	Complete	scaffold71	2168501	2109962	-	5924.6	2490	https://v10-1.orthodb.org/?query=622at8782	HECT domain
624at8782	Complete	scaffold11	8571436	8620912	+	4639.3	2741	https://v10-1.orthodb.org/?query=624at8782	LOW QUALITY PROTEIN: golgin subfamily B member 1-like
625at8782	Complete	scaffold473	363308	292493	-	4097.3	2028	https://v10-1.orthodb.org/?query=625at8782	SET domain
626at8782	Complete	scaffold258	372350	313702	-	4417.4	2037	https://v10-1.orthodb.org/?query=626at8782	Dopey, N-terminal
628at8782	Complete	scaffold26	3109011	3066061	-	3931.1	1859	https://v10-1.orthodb.org/?query=628at8782	Uncharacterised domain, cysteine-rich
635at8782	Complete	scaffold180	340555	388305	+	5543.2	2347	https://v10-1.orthodb.org/?query=635at8782	ubiquitin carboxyl-terminal hydrolase 24
641at8782	Complete	scaffold457	609538	559782	-	5921.2	2472	https://v10-1.orthodb.org/?query=641at8782	HECT domain
643at8782	Complete	scaffold8	873676	974672	+	4628.4	2177	https://v10-1.orthodb.org/?query=643at8782	Leucine rich repeat 4
647at8782	Complete	scaffold205	394735	417162	+	3917.4	1840	https://v10-1.orthodb.org/?query=647at8782	Uncharacterised domain, cysteine-rich
648at8782	Complete	scaffold736	187340	145602	-	4562.1	1908	https://v10-1.orthodb.org/?query=648at8782	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
660at8782	Complete	scaffold70	2237954	2136781	-	4270.9	2548	https://v10-1.orthodb.org/?query=660at8782	protein prune homolog 2
663at8782	Complete	scaffold30	25690	44808	+	3965.0	1744	https://v10-1.orthodb.org/?query=663at8782	Gamma tubulin complex component, C-terminal
670at8782	Complete	scaffold11	9495316	9629798	+	4459.8	2079	https://v10-1.orthodb.org/?query=670at8782	Fibronectin type III
671at8782	Complete	scaffold27	3192807	3148276	-	5287.6	2564	https://v10-1.orthodb.org/?query=671at8782	E1A-binding protein p400
674at8782	Complete	scaffold319	335785	399981	+	4296.4	2012	https://v10-1.orthodb.org/?query=674at8782	Tetratricopeptide repeat
679at8782	Complete	scaffold5	3120869	3180274	+	4067.3	2038	https://v10-1.orthodb.org/?query=679at8782	PLAT/LH2 domain
687at8782	Complete	scaffold110	1883354	1858136	-	4662.6	2200	https://v10-1.orthodb.org/?query=687at8782	Zinc finger C2H2-type
702at8782	Complete	scaffold330	611415	651840	+	2463.0	1633	https://v10-1.orthodb.org/?query=702at8782	protein CASC5
704at8782	Complete	scaffold139	339524	235222	-	4851.9	2096	https://v10-1.orthodb.org/?query=704at8782	Pleckstrin homology domain
706at8782	Complete	scaffold482	187208	233563	+	4553.3	1988	https://v10-1.orthodb.org/?query=706at8782	DnaJ domain
723at8782	Complete	scaffold9	19542	78833	+	4656.9	2330	https://v10-1.orthodb.org/?query=723at8782	trinucleotide repeat-containing gene 18 protein
729at8782	Complete	scaffold68	72358	106086	+	5012.6	3478	https://v10-1.orthodb.org/?query=729at8782	G-patch domain
730at8782	Complete	scaffold23	682636	505288	-	4106.6	1964	https://v10-1.orthodb.org/?query=730at8782	neuroblastoma-amplified sequence
732at8782	Complete	scaffold205	427752	475092	+	4043.4	1842	https://v10-1.orthodb.org/?query=732at8782	Sortilin, N-terminal
737at8782	Complete	scaffold470	412266	440051	+	3791.7	1716	https://v10-1.orthodb.org/?query=737at8782	DNA polymerase epsilon catalytic subunit A
739at8782	Complete	scaffold2	4510386	4556616	+	3696.4	1910	https://v10-1.orthodb.org/?query=739at8782	Zinc finger C2H2-type
742at8782	Complete	scaffold373	393176	309146	-	4022.0	1972	https://v10-1.orthodb.org/?query=742at8782	PDZ domain
744at8782	Complete	scaffold3	11450337	11344688	-	4029.1	1932	https://v10-1.orthodb.org/?query=744at8782	JmjC domain
747at8782	Complete	scaffold79	2518535	2646916	+	4069.3	1847	https://v10-1.orthodb.org/?query=747at8782	Phosphoinositide-specific phospholipase C, EF-hand-like domain
750at8782	Complete	scaffold68	1278529	1318979	+	4050.6	1939	https://v10-1.orthodb.org/?query=750at8782	Dopey, N-terminal
753at8782	Complete	scaffold72	2069733	2105870	+	3940.1	1983	https://v10-1.orthodb.org/?query=753at8782	kinetochore-associated protein 1
760at8782	Complete	scaffold24	5051634	5069634	+	3659.4	1710	https://v10-1.orthodb.org/?query=760at8782	FMP27, GFWDK domain
775at8782	Complete	scaffold133	33741	87164	+	3733.0	1873	https://v10-1.orthodb.org/?query=775at8782	FRAS1-related extracellular matrix protein 1
781at8782	Complete	scaffold107	1737174	1480973	-	3613.7	1870	https://v10-1.orthodb.org/?query=781at8782	MAM domain
785at8782	Complete	scaffold39	112023	86233	-	4176.1	2113	https://v10-1.orthodb.org/?query=785at8782	Laminin G domain
796at8782	Complete	scaffold637	261720	285159	+	3331.7	1777	https://v10-1.orthodb.org/?query=796at8782	Multicopper oxidase, type 2
800at8782	Complete	scaffold15	1670926	1631783	-	4133.4	1857	https://v10-1.orthodb.org/?query=800at8782	Plexin, TIG domain 1
801at8782	Complete	scaffold67	1624436	1689398	+	3923.6	1994	https://v10-1.orthodb.org/?query=801at8782	Protein kinase domain
802at8782	Complete	scaffold544	84936	74202	-	2412.5	1211	https://v10-1.orthodb.org/?query=802at8782	Laminin G domain
805at8782	Complete	scaffold191	580466	519668	-	3729.2	1630	https://v10-1.orthodb.org/?query=805at8782	Fibronectin type III
816at8782	Complete	scaffold233	579239	669711	+	3647.1	1675	https://v10-1.orthodb.org/?query=816at8782	Mediator complex subunit Med13, C-terminal
821at8782	Complete	scaffold212	343234	560575	+	3726.1	1858	https://v10-1.orthodb.org/?query=821at8782	A-kinase anchor protein 6
825at8782	Complete	scaffold155	346717	460564	+	4009.0	1847	https://v10-1.orthodb.org/?query=825at8782	PLAT/LH2 domain
832at8782	Complete	scaffold81	1682731	1759996	+	3851.5	1886	https://v10-1.orthodb.org/?query=832at8782	Fibronectin type III
841at8782	Complete	scaffold190	2099921	2077988	-	4172.0	2063	https://v10-1.orthodb.org/?query=841at8782	Sec16, central conserved domain
842at8782	Complete	scaffold35	1360391	1393459	+	3632.9	2339	https://v10-1.orthodb.org/?query=842at8782	Centromere protein Cenp-F, leucine-rich repeat-containing domain
844at8782	Complete	scaffold132	43576	372126	+	3633.9	1920	https://v10-1.orthodb.org/?query=844at8782	Zinc finger C2H2-type
845at8782	Complete	scaffold414	433438	478349	+	3637.3	1844	https://v10-1.orthodb.org/?query=845at8782	nucleolar pre-ribosomal-associated protein 1
846at8782	Complete	scaffold367	463651	363201	-	3936.3	2028	https://v10-1.orthodb.org/?query=846at8782	Helicase/UvrB, N-terminal
856at8782	Complete	scaffold218	166346	153367	-	2108.5	1708	https://v10-1.orthodb.org/?query=856at8782	Protein phosphatase 1 binding domain
862at8782	Complete	scaffold325	313980	222154	-	4173.3	1959	https://v10-1.orthodb.org/?query=862at8782	Pecanex, C-terminal
878at8782	Complete	scaffold24	3028246	3001519	-	3829.2	1727	https://v10-1.orthodb.org/?query=878at8782	Mediator complex subunit Med13, C-terminal
883at8782	Complete	scaffold240	427839	373944	-	4813.9	2429	https://v10-1.orthodb.org/?query=883at8782	WHIM2 domain
902at8782	Complete	scaffold2	77987	21521	-	3785.6	1700	https://v10-1.orthodb.org/?query=902at8782	FYVE zinc finger
907at8782	Fragmented	scaffold293	98875	65111	-	2773.1	1254	https://v10-1.orthodb.org/?query=907at8782	Small GTPase
909at8782	Complete	scaffold163	1683011	1690739	+	4175.6	2095	https://v10-1.orthodb.org/?query=909at8782	Actin-binding, Xin repeat
910at8782	Complete	scaffold27	87204	146338	+	4168.0	1829	https://v10-1.orthodb.org/?query=910at8782	Phosphatidylinositol 3-/4-kinase, catalytic domain
911at8782	Complete	scaffold110	17322	66420	+	4099.4	1850	https://v10-1.orthodb.org/?query=911at8782	Sec7, C-terminal
931at8782	Complete	scaffold33	565170	679952	+	3526.0	2107	https://v10-1.orthodb.org/?query=931at8782	Beta/gamma crystallin
938at8782	Complete	scaffold152	1604826	1500139	-	3914.8	1774	https://v10-1.orthodb.org/?query=938at8782	calcineurin-binding protein cabin-1
940at8782	Complete	scaffold84	795528	705540	-	3543.0	1703	https://v10-1.orthodb.org/?query=940at8782	structural maintenance of chromosomes flexible hinge domain-containing protein 1
964at8782	Complete	scaffold243	234723	194224	-	3311.5	1442	https://v10-1.orthodb.org/?query=964at8782	EGF-like, conserved site
968at8782	Complete	scaffold194	1165295	1200242	+	3724.3	1773	https://v10-1.orthodb.org/?query=968at8782	Myosin head, motor domain
983at8782	Complete	scaffold270	1310436	1294713	-	3248.4	1506	https://v10-1.orthodb.org/?query=983at8782	lactase-phlorizin hydrolase
985at8782	Complete	scaffold13	450529	316216	-	4271.2	2228	https://v10-1.orthodb.org/?query=985at8782	PDZ domain
990at8782	Complete	scaffold177	385356	329190	-	2645.0	1313	https://v10-1.orthodb.org/?query=990at8782	methylcytosine dioxygenase TET1
995at8782	Complete	scaffold126	71590	120910	+	3875.6	1784	https://v10-1.orthodb.org/?query=995at8782	Nucleoporin Nup186/Nup192/Nup205
1014at8782	Complete	scaffold9	7165786	7207507	+	3449.1	1667	https://v10-1.orthodb.org/?query=1014at8782	general transcription factor 3C polypeptide 1
1018at8782	Complete	scaffold49	3755425	3715325	-	3872.0	1815	https://v10-1.orthodb.org/?query=1018at8782	Autophagy-related, C-terminal
1027at8782	Complete	scaffold51	395163	325492	-	3251.0	1657	https://v10-1.orthodb.org/?query=1027at8782	Protein ASX-like, PHD domain
1037at8782	Complete	scaffold261	1571423	1564102	-	2807.7	1340	https://v10-1.orthodb.org/?query=1037at8782	Zinc finger C2H2-type
1053at8782	Complete	scaffold105	2180123	2218367	+	1583.2	783	https://v10-1.orthodb.org/?query=1053at8782	PDZ domain
1086at8782	Complete	scaffold76	1190846	1160717	-	2885.1	1449	https://v10-1.orthodb.org/?query=1086at8782	HEAT repeat-containing protein 1
1094at8782	Complete	scaffold518	134591	172179	+	3052.3	1300	https://v10-1.orthodb.org/?query=1094at8782	citron Rho-interacting kinase isoform X1
1096at8782	Complete	scaffold367	642022	626123	-	3818.6	1836	https://v10-1.orthodb.org/?query=1096at8782	Myc-type, basic helix-loop-helix (bHLH) domain
1098at8782	Complete	scaffold25	5693517	5622544	-	3675.1	2141	https://v10-1.orthodb.org/?query=1098at8782	centrosomal protein of 192 kDa
1107at8782	Complete	scaffold411	193871	223818	+	3028.7	1544	https://v10-1.orthodb.org/?query=1107at8782	Coagulation factor 5/8 C-terminal domain
1137at8782	Complete	scaffold44	2555909	2505103	-	3899.8	2161	https://v10-1.orthodb.org/?query=1137at8782	centrosomal protein of 290 kDa
1148at8782	Complete	scaffold578	177646	202908	+	2705.2	1428	https://v10-1.orthodb.org/?query=1148at8782	SET domain
1151at8782	Complete	scaffold139	782768	685018	-	3407.5	1586	https://v10-1.orthodb.org/?query=1151at8782	Anaphase-promoting complex subunit 1
1156at8782	Complete	scaffold194	1134097	1088417	-	3269.6	1469	https://v10-1.orthodb.org/?query=1156at8782	Alpha-2-macroglobulin
1160at8782	Complete	scaffold141	59474	79502	+	2783.7	1630	https://v10-1.orthodb.org/?query=1160at8782	Zinc finger, GRF-type
1163at8782	Missing
1166at8782	Complete	scaffold84633	1128235	1166534	+	3667.5	1729	https://v10-1.orthodb.org/?query=1166at8782	Cytoskeleton-associated protein 5
1172at8782	Complete	scaffold84633	1067672	1115659	+	3755.0	1623	https://v10-1.orthodb.org/?query=1172at8782	Low-density lipoprotein (LDL) receptor class A repeat
1177at8782	Complete	scaffold144	881514	986428	+	3827.7	1917	https://v10-1.orthodb.org/?query=1177at8782	Serine/threonine-protein kinase OSR1/WNK, CCT domain
1189at8782	Complete	scaffold700	143117	202221	+	2797.9	1890	https://v10-1.orthodb.org/?query=1189at8782	Kinesin motor domain
1195at8782	Complete	scaffold49	3116535	3057122	-	3503.7	1588	https://v10-1.orthodb.org/?query=1195at8782	Ribonuclease III domain
1208at8782	Complete	scaffold452	177793	205581	+	3516.7	1718	https://v10-1.orthodb.org/?query=1208at8782	BAT2, N-terminal
1213at8782	Complete	scaffold84	2030385	2083425	+	3044.7	1417	https://v10-1.orthodb.org/?query=1213at8782	GREB1
1222at8782	Complete	scaffold439	417156	429127	+	3391.1	1706	https://v10-1.orthodb.org/?query=1222at8782	DNA2/NAM7 helicase, AAA domain
1227at8782	Complete	scaffold492	152434	173189	+	2810.4	1566	https://v10-1.orthodb.org/?query=1227at8782	Apx/Shrm Domain 1
1228at8782	Complete	scaffold89	1454206	1514160	+	3030.3	1500	https://v10-1.orthodb.org/?query=1228at8782	Zinc finger C2H2-type
1229at8782	Complete	scaffold14	3952762	3985178	+	3802.2	1640	https://v10-1.orthodb.org/?query=1229at8782	HECT domain
1235at8782	Complete	scaffold240	566041	631913	+	3497.8	1643	https://v10-1.orthodb.org/?query=1235at8782	DNA2/NAM7 helicase, AAA domain
1243at8782	Complete	scaffold3	3907940	3858020	-	3484.2	1628	https://v10-1.orthodb.org/?query=1243at8782	PDZ domain
1253at8782	Complete	scaffold129	1201738	1103613	-	3524.3	1590	https://v10-1.orthodb.org/?query=1253at8782	GREB1
1254at8782	Complete	scaffold89	2929502	2882564	-	2990.3	1527	https://v10-1.orthodb.org/?query=1254at8782	Zinc finger C2H2-type
1260at8782	Complete	scaffold24	5548369	5482034	-	3290.4	1528	https://v10-1.orthodb.org/?query=1260at8782	WD40 repeat
1267at8782	Complete	scaffold228	441964	495700	+	4698.9	2268	https://v10-1.orthodb.org/?query=1267at8782	BAT2, N-terminal
1276at8782	Complete	scaffold44	381415	353850	-	3398.2	1627	https://v10-1.orthodb.org/?query=1276at8782	Integrin beta subunit, tail
1292at8782	Complete	scaffold139	1368776	1550767	+	2935.2	1424	https://v10-1.orthodb.org/?query=1292at8782	Rap GTPase activating protein domain
1306at8782	Complete	scaffold298	766905	808684	+	2722.2	1380	https://v10-1.orthodb.org/?query=1306at8782	Ferlin, C-terminal domain
1322at8782	Complete	scaffold280	877045	857154	-	3307.4	1632	https://v10-1.orthodb.org/?query=1322at8782	methylcytosine dioxygenase TET2
1332at8782	Complete	scaffold397	271021	158944	-	2648.6	1214	https://v10-1.orthodb.org/?query=1332at8782	Plexin, cytoplasmic RasGAP domain
1334at8782	Complete	scaffold132	1207181	1266929	+	3231.8	1530	https://v10-1.orthodb.org/?query=1334at8782	Zinc finger C2H2-type
1336at8782	Complete	scaffold353	590776	724958	+	2359.6	1131	https://v10-1.orthodb.org/?query=1336at8782	von Willebrand factor A domain-containing protein 8
1338at8782	Complete	scaffold28	336407	522825	+	3226.5	1689	https://v10-1.orthodb.org/?query=1338at8782	thyroid adenoma-associated protein
1341at8782	Complete	scaffold41	485548	449770	-	3371.2	1512	https://v10-1.orthodb.org/?query=1341at8782	NACHT and WD repeat domain-containing protein 2
1343at8782	Complete	scaffold60	3370545	3330899	-	3222.5	1705	https://v10-1.orthodb.org/?query=1343at8782	Zinc finger, PHD-finger
